,index,Spanish-es,emotion
3531,7391,parietal,trust
3532,7392,parlamento,trust
3533,7393,parodia,disgust
3534,7396,parroquia,trust
3535,7397,parte superior,anticipation
3536,7399,Partera,anticipation
3537,7402,participar,trust
3538,7403,particularmente,surprise
3539,7404,partidario,trust
3540,7405,pasado,sadness
3541,7406,pasajero,anticipation
3542,7407,paseo,joy
3543,7408,pasión,anticipation
3544,7411,Pastelería,joy
3545,7412,pastor,joy
3546,7416,patada,anger
3547,7417,patético,disgust
3548,7419,pateando,anger
3549,7420,patinar,anger
3550,7423,patio de recreo,anticipation
3551,7427,patriarcal,trust
3552,7428,patrimonio,trust
3553,7429,patrocinador,trust
3554,7430,patrón,trust
3555,7431,patrulla,trust
3556,7432,pavimento,trust
3557,7433,pavor,anticipation
3558,7435,payaso,anticipation
3559,7439,payasos,fear
3560,7444,pecador,anger
3561,7448,pecaminoso,anger
3562,7452,pecando,disgust
3563,7453,pedazo de mierda,anger
3564,7454,pedicure,joy
3565,7455,pedir,anticipation
3566,7456,pedir disculpas,sadness
3567,7458,pegajoso,disgust
3568,7459,películas,joy
3569,7460,pelea,anger
3570,7468,pelea confusa,fear
3571,7469,pelearse,anger
3572,7472,peleas,anger
3573,7473,peligro,anticipation
3574,7481,peligrosamente,fear
3575,7482,peligroso,anticipation
3576,7487,peludo,disgust
3577,7488,pena,anger
3578,7491,penal,fear
3579,7493,penetración,anger
3580,7495,penitencia,fear
3581,7497,penitenciario,anger
3582,7498,penosamente,sadness
3583,7499,pensamiento,anticipation
3584,7500,pensando demasiado,fear
3585,7501,pensativo,sadness
3586,7505,percance,disgust
3587,7509,percibir,trust
3588,7510,perder,anger
3589,7520,perdición,anger
3590,7527,perdiendo,anger
3591,7529,perdió,sadness
3592,7530,perdón,joy
3593,7531,perdonar,trust
3594,7532,perecer,fear
3595,7534,pereciendo,fear
3596,7536,pereció,sadness
3597,7537,perenne,trust
3598,7538,perezoso,disgust
3599,7539,perfección,anticipation
3600,7543,Perfecto,anticipation
3601,7546,perforado,anger
3602,7547,peri,surprise
3603,7548,pericia,trust
3604,7549,periodicidad,trust
3605,7550,periódico,fear
3606,7551,periodismo,trust
3607,7552,perjudicar,anger
3608,7553,perjudicial,anger
3609,7564,perjurio,fear
3610,7566,permanece,disgust
3611,7569,permuta,trust
3612,7570,pernicioso,anger
3613,7573,perpetuar,anticipation
3614,7574,perpetuidad,anticipation
3615,7576,perplejidad,sadness
3616,7577,perra,anger
3617,7581,perrera,sadness
3618,7582,perrito,anticipation
3619,7584,perro chino,joy
3620,7585,perro guardián,trust
3621,7586,persecucion,anger
3622,7590,perseguido,fear
3623,7591,perseguir,anger
3624,7594,persistir,anticipation
3625,7595,personal,trust
3626,7596,personalizado,joy
3627,7597,perspectiva,anticipation
3628,7600,persuadir,trust
3629,7601,pertinente,trust
3630,7603,perturbación,fear
3631,7604,perturbado,anger
3632,7606,perversión,anger
3633,7609,perverso,anger
3634,7612,pervertido,anger
3635,7615,pesadilla,anger
3636,7619,pesadillas,fear
3637,7620,pesado,fear
3638,7621,pesar,anticipation
3639,7623,pesca con caña,anticipation
3640,7624,pesimismo,anger
3641,7627,pesimista,fear
3642,7629,peso,anticipation
3643,7638,pestilencia,disgust
3644,7640,petardo,anger
3645,7644,petición,anticipation
3646,7647,petrificado,fear
3647,7648,petrificar,surprise
3648,7649,petróleo,disgust
3649,7650,pho,joy
3650,7651,piadoso,disgust
3651,7658,piñón,fear
3652,7659,piar,joy
3653,7660,picadura,anger
3654,7662,picnic,anticipation
3655,7666,pie,trust
3656,7667,piedra,anger
3657,7668,pilar,trust
3658,7669,pillaje,anger
3659,7672,piloto,trust
3660,7673,pinchazo,anger
3661,7678,pino,sadness
3662,7679,pintoresco,joy
3663,7682,piojo,disgust
3664,7683,piqué,anger
3665,7684,piquete,anger
3666,7687,piquetes,anger
3667,7688,pirata,anger
3668,7689,pisoteado,anger
3669,7690,pissingmeoff,anger
3670,7691,pissoff,anger
3671,7692,pista,anticipation
3672,7694,pistola,anger
3673,7696,pistoleros,fear
3674,7697,pitter,joy
3675,7698,pivote,trust
3676,7699,Placer,joy
3677,7700,placeres,joy
3678,7701,Plaga,disgust
3679,7702,plaga,disgust
3680,7707,plagio,disgust
3681,7708,plan,anticipation
3682,7709,plan de estudios,anger
3683,7710,planeo,anticipation
3684,7712,planificación,anticipation
3685,7714,platija,fear
3686,7718,playa,joy
3687,7719,playas,joy
3688,7720,plenitud,joy
3689,7721,plomada,fear
3690,7722,pobre,sadness
3691,7723,pobreza,anger
3692,7727,poco dispuesto,anger
3693,7728,poco interesante,sadness
3694,7729,poco pagado,anger
3695,7731,poco realista,sadness
3696,7732,poco riguroso,disgust
3697,7733,poderosamente,fear
3698,7734,poderoso,anger
3699,7744,podrido,disgust
3700,7745,poemas,joy
3701,7746,polémica,anger
3702,7748,polémico,anger
3703,7749,política,anger
3704,7751,polaridad,surprise
3705,7752,policía,fear
3706,7758,poligamia,disgust
3707,7759,polio,fear
3708,7761,pollas,anger
3709,7762,pollo,fear
3710,7763,pólvora,fear
3711,7764,pomposo,disgust
3712,7765,poner en peligro,anger
3713,7769,poni,joy
3714,7770,pontífice,trust
3715,7771,popular,surprise
3716,7773,popularidad,trust
3717,7774,por último,anticipation
3718,7775,por ley,trust
3719,7776,por mal camino,fear
3720,7777,pornografía,disgust
3721,7779,portavoz,trust
3722,7780,portero,disgust
3723,7781,portón,trust
3724,7782,poseído,anger
3725,7785,poseedor,trust
3726,7786,poseer,anticipation
3727,7789,posesión,anger
3728,7792,posibilidad,anticipation
3729,7795,positivo,joy
3730,7796,póstumo,sadness
3731,7797,pow,anger
3732,7798,práctica,anticipation
3733,7799,precario,anticipation
3734,7802,precaución,anger
3735,7805,precedencia,trust
3736,7806,precioso,anticipation
3737,7809,precipicio,fear
3738,7810,preciso,trust
3739,7811,precursor,anticipation
3740,7812,predecir,anticipation
3741,7813,Predicamento,fear
3742,7814,predicción,anticipation
3743,7815,predilección,anticipation
3744,7816,predisponer,anticipation
3745,7817,predominante,trust
3746,7819,preferir,trust
3747,7820,preguntarse,joy
3748,7822,preliminar,anticipation
3749,7823,prematuro,surprise
3750,7824,premeditado,fear
3751,7825,premio,anticipation
3752,7830,premios,joy
3753,7831,preocupación,anticipation
3754,7834,preocupaciones,fear
3755,7835,preocupado,fear
3756,7839,preocupante,anticipation
3757,7842,preparación,anticipation
3758,7847,preparado,anticipation
3759,7849,preparar,anticipation
3760,7850,preparatorio,anticipation
3761,7851,preponderancia,trust
3762,7852,presa,fear
3763,7853,presagio,anticipation
3764,7855,presciente,anticipation
3765,7856,presenta,joy
3766,7857,presente,anticipation
3767,7861,presentimiento,anticipation
3768,7863,preservativo,anticipation
3769,7867,presidenta,trust
3770,7868,presidente,trust
3771,7870,presión,fear
3772,7871,preso,disgust
3773,7873,prestador,trust
3774,7874,prestigio,joy
3775,7878,presto,joy
3776,7880,presunción,anticipation
3777,7882,presuntuoso,anger
3778,7884,presupuesto,trust
3779,7885,pretendiendo,anger
3780,7886,prevalecer,anticipation
3781,7888,prevención,anticipation
3782,7889,prevenido,anticipation
3783,7894,prevenir,anticipation
3784,7895,preventivo,anger
3785,7896,prever,anticipation
3786,7900,previsión,anticipation
3787,7902,prima,anticipation
3788,7905,Primogénito,anticipation
3789,7908,primos,joy
3790,7909,princesa,joy
3791,7910,principesco,anticipation
3792,7914,principios,joy
3793,7915,prisa,anticipation
3794,7919,prisión,anger
3795,7926,prisionero,anger
3796,7930,privación,anger
3797,7936,privado,sadness
3798,7938,privilegiado,joy
3799,7940,privilegio,trust
3800,7941,probabilidad,anticipation
3801,7942,probado,trust
3802,7943,probar,fear
3803,7944,probidad,trust
3804,7945,problema,fear
3805,7947,proceder,anticipation
3806,7948,procedimiento,fear
3807,7949,procesable,anger
3808,7951,procesar,anger
3809,7955,procesión,joy
3810,7958,procurador,trust
3811,7959,prodigioso,surprise
3812,7960,producción,anticipation
3813,7961,profético,anticipation
3814,7962,profanación,anger
3815,7966,profano,anger
3816,7967,profecía,anticipation
3817,7968,profesional,trust
3818,7969,profesor,trust
3819,7971,profeta,anticipation
3820,7973,profiláctico,anticipation
3821,7975,profundidad,trust
3822,7976,profundo,trust
3823,7977,progresión,anticipation
3824,7981,progresivo,anticipation
3825,7982,Progreso,anticipation
3826,7984,prohibido,anger
3827,7987,prohibir,sadness
3828,7988,prólogo,anticipation
3829,7989,prolongar,disgust
3830,7990,promesa,joy
3831,7994,prometido,anticipation
3832,7997,promoción,trust
3833,7998,pronóstico,anticipation
3834,8003,propensión,trust
3835,8004,propicio,anticipation
3836,8006,proporcionar,trust
3837,8007,propósito,joy
3838,8008,prospección,anticipation
3839,8009,prospectivamente,anticipation
3840,8010,prosperar,anticipation
3841,8012,prosperidad,joy
3842,8013,próspero,anticipation
3843,8016,prostitución,disgust
3844,8018,prostituta,disgust
3845,8019,protector,anger
3846,8023,protegido,trust
3847,8024,protestante,fear
3848,8025,provisional,anticipation
3849,8026,provocación,anger
3850,8027,provocador,anger
3851,8029,proyectil,fear
3852,8030,proyectiles,fear
3853,8031,prudente,trust
3854,8032,prueba,trust
3855,8033,psicoanalizar,fear
3856,8034,psicológico,fear
3857,8035,psicosis,anger
3858,8038,psiquiatra,fear
3859,8039,ptsd,fear
3860,8040,puñalada,anger
3861,8044,puñetazo,anger
3862,8048,puñetazos,anger
3863,8049,publicitado,fear
3864,8050,puerta,trust
3865,8051,puerto,trust
3866,8052,puesta de sol,anticipation
3867,8054,puesto,disgust
3868,8055,pulga,disgust
3869,8056,pulla,anger
3870,8059,pulpo,disgust
3871,8060,puma,fear
3872,8062,punción,anger
3873,8063,punitivo,anger
3874,8066,punto de referencia,trust
3875,8067,punto muerto,anger
3876,8069,Puntuación,anticipation
3877,8072,puntual,anticipation
3878,8074,puramente,trust
3879,8075,pureza,surprise
3880,8076,purga,fear
3881,8077,purgatorio,disgust
3882,8079,purificación,trust
3883,8080,purificar,joy
3884,8082,puro,joy
3885,8083,pus,disgust
3886,8084,puta,anger
3887,8087,putativo,trust
3888,8088,putrefacción,disgust
3889,8091,químico,trust
3890,8092,que cae,sadness
3891,8093,que se acerca,anticipation
3892,8094,queja,anger
3893,8100,quejar,anger
3894,8102,quejumbroso,anger
3895,8103,quemado,disgust
3896,8104,querido,joy
3897,8107,queroseno,fear
3898,8108,quietud,fear
3899,8111,quimera,fear
3900,8113,quisquilloso,anger
3901,8115,quiste,fear
3902,8117,raído,sadness
3903,8118,rabia,anger
3904,8119,rabieta,anger
3905,8126,racional,trust
3906,8127,racionalidad,fear
3907,8128,Radar,trust
3908,8129,radiación,fear
3909,8130,radiante,anticipation
3910,8133,radioactivo,fear
3911,8134,radón,fear
3912,8135,ráfagas,fear
3913,8136,rápido,sadness
3914,8138,régimen,fear
3915,8139,réquiem,sadness
3916,8140,rígido,trust
3917,8141,rítmico,joy
3918,8143,RAID,anger
3919,8146,rallado,anger
3920,8147,RAM,anger
3921,8149,ramera,disgust
3922,8150,ramo,joy
3923,8152,rancio,disgust
3924,8154,rapaces,fear
3925,8155,rapidez,surprise
3926,8156,rapto,anticipation
3927,8158,rareza,disgust
3928,8162,Rasgado,sadness
3929,8163,rata,disgust
3930,8165,ratificar,trust
3931,8166,rawr,anger
3932,8167,reaccionar,anger
3933,8169,reacio,fear
3934,8170,real,trust
3935,8172,realizar,joy
3936,8173,reanimar,anticipation
3937,8174,reaparecer,surprise
3938,8175,reavivar,anticipation
3939,8179,rebelde,anger
3940,8181,rebeldes,fear
3941,8182,rebelión,anger
3942,8185,rebosante,disgust
3943,8186,rebotar,trust
3944,8187,recaída,fear
3945,8189,recado,anticipation
3946,8191,recalcitrante,anger
3947,8193,recargo,anger
3948,8194,recepción,anticipation
3949,8197,recesión,anger
3950,8201,rechaza,anger
3951,8204,rechazado,sadness
3952,8206,rechazar,anger
3953,8210,rechazo,anger
3954,8215,rechoncho,anticipation
3955,8216,recién llegado,fear
3956,8218,recipiente,anticipation
3957,8219,reclinar,trust
3958,8220,reclusión,fear
3959,8221,reclutas,trust
3960,8222,recombinación,anticipation
3961,8223,recomendable,joy
3962,8225,recomendar,trust
3963,8226,recompensa,anticipation
3964,8230,reconciliación,anticipation
3965,8233,reconocible,anticipation
3966,8234,reconsideración,trust
3967,8235,reconstrucción,anticipation
3968,8236,reconstruir,anticipation
3969,8237,recordando,joy
3970,8238,recreación,anticipation
3971,8240,recreativo,anticipation
3972,8242,recuerdos,sadness
3973,8243,recuperación,joy
3974,8245,recurrente,anticipation
3975,8246,recursos,joy
3976,8248,red,anticipation
3977,8249,redimido,joy
3978,8250,reducción,fear
3979,8251,reducir,anticipation
3980,8252,reembolso,trust
3981,8253,reflejo,surprise
3982,8254,reflujo,disgust
3983,8255,reforzamiento,trust
3984,8256,refrescado,joy
3985,8257,refuerzos,trust
3986,8258,refugiado,sadness
3987,8259,refugio,trust
3988,8261,refugios,fear
3989,8262,refutación,fear
3990,8263,regaño,anger
3991,8268,regalo,anticipation
3992,8271,regalos,joy
3993,8272,regata,anticipation
3994,8273,regente,trust
3995,8274,reggae,joy
3996,8275,regimiento,fear
3997,8276,registro,trust
3998,8277,regla,fear
3999,8279,regocijo,joy
4000,8281,regordete,trust
4001,8282,regulador,fear
4002,8283,regularidad,anticipation
4003,8285,regurgitación,disgust
4004,8286,rehabilitación,anticipation
4005,8287,rehén,anger
4006,8289,rehuir,anger
4007,8292,reincidencia,anger
4008,8295,rejilla,anger
4009,8297,relación,joy
4010,8299,relacionado,trust
4011,8300,relámpago,anger
4012,8303,relajación,joy
4013,8304,relajado,joy
4014,8305,relajante,joy
4015,8306,relajarse,joy
4016,8308,relativo,trust
4017,8309,religión,trust
4018,8310,reliquias,sadness
4019,8311,reloj,anticipation
4020,8314,reloj de sol,anticipation
4021,8316,reluctancia,disgust
4022,8317,remanso,sadness
4023,8318,remedio,anticipation
4024,8321,remontarse,joy
4025,8322,remordimiento,sadness
4026,8323,renacimiento,anticipation
4027,8326,Rendición,fear
4028,8329,rendir culto,anticipation
4029,8333,rendirse,sadness
4030,8334,renegado,anger
4031,8335,renovación,anticipation
4032,8337,renovar,anticipation
4033,8338,renuncia,anger
4034,8339,Renunciar,anger
4035,8343,reparación,trust
4036,8344,repelente,anger
4037,8349,repeler,disgust
4038,8351,repentinamente,surprise
4039,8352,repentino,surprise
4040,8353,reportero,trust
4041,8354,represalia,anger
4042,8357,represalias,anger
4043,8359,representando,anticipation
4044,8360,represión,fear
4045,8361,reprimenda,anger
4046,8362,reprimir,anger
4047,8366,reproche,anger
4048,8369,reproductivo,joy
4049,8370,repudio,anger
4050,8372,repugnancia,anger
4051,8376,repugnante,anger
4052,8382,repugnar,disgust
4053,8383,repulsión,disgust
4054,8385,repulsivo,disgust
4055,8386,reputación,trust
4056,8387,requisito previo,anticipation
4057,8388,resbaladizo,fear
4058,8389,resbalón,surprise
4059,8390,rescate,anger
4060,8396,resección,fear
4061,8397,resentido,anger
4062,8398,resentimiento,anger
4063,8402,resentirse de,anger
4064,8403,residuos,disgust
4065,8405,resignación,sadness
4066,8407,resignado,sadness
4067,8408,resistencia,anger
4068,8410,resistente,fear
4069,8413,resistiendo,anger
4070,8416,resistir a,anticipation
4071,8418,respetable,trust
4072,8419,respetado,trust
4073,8420,respetuoso,trust
4074,8421,respiradero,anger
4075,8422,respiro,joy
4076,8424,resplandecer,disgust
4077,8426,resplandeciente,joy
4078,8427,resplandor,anger
4079,8431,responsabilidad,trust
4080,8432,responsable,trust
4081,8434,restaurativo,anticipation
4082,8437,restitución,anger
4083,8438,restricción,anger
4084,8444,restringir,sadness
4085,8445,resultado,anticipation
4086,8446,resultante,anticipation
4087,8447,retardados,anger
4088,8448,retardar,disgust
4089,8451,reticente,fear
4090,8452,retirar,anger
4091,8456,retiros,fear
4092,8457,reto,anger
4093,8459,retorcerse,disgust
4094,8460,retozar,joy
4095,8461,retozón,anticipation
4096,8464,retraer,anger
4097,8465,retrasado,anger
4098,8466,retrasar,anger
4099,8471,retroceder,anticipation
4100,8476,reumatismo,anger
4101,8479,reunido,joy
4102,8480,reunión,anticipation
4103,8483,reunir,joy
4104,8484,revelaciones,fear
4105,8485,revelado,trust
4106,8486,reventado,anger
4107,8488,reverencia,joy
4108,8490,reverenciar,anticipation
4109,8493,reverendo,joy
4110,8494,revocar,anger
4111,8498,revolcarse por,disgust
4112,8500,revoltoso,anger
4113,8503,revolución,anger
4114,8508,revólver,anger
4115,8511,revuelta,anger
4116,8513,reza por mí,fear
4117,8514,rezagado,anger
4118,8518,rezando,fear
4119,8519,rezumar,disgust
4120,8520,ridículo,anger
4121,8525,riendo,joy
4122,8527,riesgo,anticipation
4123,8529,rifa,anticipation
4124,8531,rifle,anger
4125,8533,rigor,disgust
4126,8535,riqueza,joy
4127,8537,risa,anticipation
4128,8542,risas,joy
4129,8543,risilla,joy
4130,8544,risita,anticipation
4131,8548,risitas,joy
4132,8549,ritmo,fear
4133,8551,rivalidad,anger
4134,8552,robado,anger
4135,8553,robando,disgust
4136,8555,robar,anger
4137,8562,robo,anger
4138,8570,rodear,anticipation
4139,8571,romántico,anticipation
4140,8574,romance,anticipation
4141,8580,romanticismo,joy
4142,8581,romper,anger
4143,8586,rompió,fear
4144,8588,ronroneo,joy
4145,8591,rostro,trust
4146,8592,roto,anger
4147,8595,rubia,anger
4148,8596,ruda,sadness
4149,8597,rueda de andar,anticipation
4150,8598,rugido,anger
4151,8600,ruidoso,anger
4152,8601,ruin,anger
4153,8604,ruina,anger
4154,8611,ruinoso,anger
4155,8615,ruleta,anticipation
4156,8616,rumor,sadness
4157,8617,ruptura,anger
4158,8625,rutina,trust
4159,8626,rutina de ejercicio,joy
4160,8627,sabiduría,joy
4161,8629,sabio,trust
4162,8630,saborear,anticipation
4163,8635,sabotaje,anger
4164,8640,sabroso,joy
4165,8642,sacerdocio,anticipation
4166,8646,sacerdote,trust
4167,8647,sacrificio,anger
4168,8653,sacrificios,disgust
4169,8656,sacudida,fear
4170,8658,séptico,disgust
4171,8659,síncope,fear
4172,8662,sínodo,trust
4173,8663,síntoma,fear
4174,8664,súper,joy
4175,8665,súplica,trust
4176,8666,Sagrada Escritura,joy
4177,8668,salario,anticipation
4178,8672,salida,sadness
4179,8674,salido,sadness
4180,8675,salir,anticipation
4181,8679,saliva,anticipation
4182,8680,salmo,joy
4183,8682,salmos,joy
4184,8684,salón,anger
4185,8685,saltar,joy
4186,8686,salto,trust
4187,8687,salud,joy
4188,8688,saludable,joy
4189,8692,saludado,joy
4190,8693,saludo,joy
4191,8696,saludos,trust
4192,8697,salvación,anticipation
4193,8700,salvado,disgust
4194,8701,salvador,joy
4195,8702,salvaguardia,trust
4196,8703,salvaje,anger
4197,8706,salvajismo,anger
4198,8708,salvar,joy
4199,8710,samurai,fear
4200,8711,sanar,joy
4201,8713,sanción,trust
4202,8714,sangría,disgust
4203,8717,sangrar,trust
4204,8718,sangre,anger
4205,8723,sangriento,anger
4206,8731,sanguijuelas,disgust
4207,8733,sanguinario,anger
4208,8736,sano,joy
4209,8737,santa,joy
4210,8738,santidad,anticipation
4211,8743,santificación,joy
4212,8745,santificar,anticipation
4213,8750,santo,anticipation
4214,8754,santuario,anticipation
4215,8757,sapo,disgust
4216,8758,saquear,anger
4217,8763,sarampión,disgust
4218,8766,sarcasmo,anger
4219,8769,sarcoma,fear
4220,8771,satánico,anger
4221,8772,satisfacción,joy
4222,8773,satisfacer,joy
4223,8776,satisfactorio,joy
